constituent_id,first_gift_date,last_gift_date,lifetime_gifts,lifetime_giving,average_gift,largest_gift,donor_level,retention_status,has_open_pledge,household_id,giving_2021,giving_2022,giving_2023,giving_2024,giving_2025
2700,2022-01-08,2024-11-28,12,2152.08,179.34,424.92,Mid-level,Lapsed,1,,0,536.1,681.48,934.5,0
2701,2023-10-19,2025-05-16,21,3353.116,159.6721905,448.5,Mid-level,Retained,0,,0,0,368.76,2808.056,176.3
2702,2023-06-03,2024-12-24,18,3124.68,173.5933333,458.66,Mid-level,Lapsed,0,884,0,0,358.24,2766.44,0
2703,2024-07-01,2025-03-15,19,90326.08,4754.004211,11939.5,Principal,Retained,0,,0,0,0,70783.26,19542.82
2704,2023-11-28,2025-03-31,30,17521.118,584.0372667,1673.42,Major,Retained,0,,0,0,1275.28,12552.778,3693.06
2707,2024-04-14,2025-04-25,9,1383.48,153.72,399.42,Mid-level,Retained,1,,0,0,0,1160.96,222.52
2708,2024-01-17,2024-12-05,5,446.5,89.3,124.38,General,Lapsed,0,885,0,0,0,446.5,0
2709,2024-10-10,2025-03-19,2,170.42,85.21,158.82,General,Retained,0,886,0,0,0,158.82,11.6
2710,2021-08-24,2025-01-31,14,2341.5,167.25,540.02,Mid-level,Retained,1,,23.88,394.66,368.08,1014.86,540.02
2711,2022-07-08,2025-05-24,35,99015.92,2829.026286,10907.18,Principal,Retained,0,,0,9948.06,18781.08,59063.06,11223.72
2712,2022-07-05,2025-03-17,34,5272.37,155.0697059,714.74,Major,Retained,0,,0,210.598,1158.322,2421.23,1482.22
2713,2023-05-27,2025-04-21,8,5317.84,664.73,1115.88,Major,Retained,0,,0,0,518.42,2418.5,2380.92
2714,2024-12-17,2024-12-17,1,546.9,546.9,546.9,General,Lapsed,0,887,0,0,0,546.9,0
2715,2023-01-03,2024-12-15,10,1186.28,118.628,189.86,Mid-level,Lapsed,0,888,0,0,184.34,1001.94,0
2716,2021-06-07,2025-04-23,13,1255.48,96.57538462,187.54,Mid-level,Retained,0,889,77.66,0,323.38,776.86,77.58
2717,2024-06-25,2025-03-12,6,828.98,138.1633333,540.26,General,Retained,1,890,0,0,0,797.46,31.52
2718,2024-10-07,2024-11-21,2,207.06,103.53,129.06,General,Lapsed,0,,0,0,0,207.06,0
2719,2022-11-16,2024-10-30,7,29236.22,4176.602857,6904.06,Principal,Lapsed,0,,0,3184.58,5924.26,20127.38,0
2720,2024-10-10,2024-12-15,4,642.98,160.745,257.66,General,Lapsed,0,,0,0,0,642.98,0
2721,2022-11-27,2025-05-15,6,706.8,117.8,195.8,General,Retained,0,891,0,188.26,0,147.36,371.18
2722,2022-04-19,2025-04-24,24,2888.94,120.3725,297.84,Mid-level,Retained,0,,0,963.82,436.68,1211.68,276.76
2723,2023-08-19,2025-03-11,6,646.3,107.7166667,168.36,General,Retained,0,,0,0,329.94,275.2,41.16
2724,2025-04-27,2025-04-27,1,167.66,167.66,167.66,General,Reactivated,0,892,0,0,0,0,167.66
2725,2021-11-22,2025-03-12,16,1592.04,99.5025,292.78,Mid-level,Retained,0,893,151.78,225.84,17.96,936.44,260.02
2726,2023-08-19,2024-10-30,3,272.6,90.86666667,162.92,General,Lapsed,1,894,0,0,30,242.6,0
2727,2023-11-02,2024-10-08,6,849.1,141.5166667,252.24,General,Lapsed,1,,0,0,86.08,763.02,0
2728,2023-07-23,2025-03-17,10,1037.66,103.766,186.7,Mid-level,Retained,0,,0,0,349.34,413.64,274.68
2729,2024-07-22,2025-02-11,7,772.42,110.3457143,176.8,General,Retained,0,,0,0,0,641.56,130.86
2731,2023-08-11,2025-05-03,23,3841.84,167.0365217,511.24,Mid-level,Retained,0,895,0,0,773.06,2182.74,886.04
2732,2021-08-24,2025-04-19,11,1353.06,123.0054545,181.82,Mid-level,Retained,0,896,216.84,349.46,107.96,355.98,322.82
2733,2024-11-24,2025-03-19,3,397.66,132.5533333,146.52,General,Retained,0,897,0,0,0,253.68,143.98
2734,2024-12-07,2025-05-08,4,227399.42,56849.855,117663.4,Principal,Retained,0,898,0,0,0,117663.4,109736.02
2735,2023-11-08,2025-01-24,15,1969.24,131.2826667,411.74,Mid-level,Retained,0,,0,0,375.28,1507.94,86.02
2736,2024-05-15,2025-03-22,6,419.52,69.92,134,General,Retained,0,,0,0,0,376.06,43.46
2737,2021-10-15,2025-04-23,12,1719.08,143.2566667,427.38,Mid-level,Retained,0,899,326.74,217.76,391.5,707.6,75.48
2738,2024-11-23,2025-05-26,6,558.62,93.10333333,150.34,General,Retained,0,900,0,0,0,203.44,355.18
2739,2022-04-19,2025-02-08,15,13219.92,881.328,2000.6,Major,Retained,0,,0,1527.9,836.62,10715.42,139.98
2740,2024-04-12,2025-05-12,7,1159.6,165.6571429,211.68,Mid-level,Retained,0,,0,0,0,1013.28,146.32
2741,2023-11-09,2024-10-02,9,8651.2,961.2444444,1894.04,Major,Lapsed,0,,0,0,481.26,8169.94,0
2742,2024-02-24,2025-02-07,4,602.64,150.66,308.94,General,Retained,0,,0,0,0,540.78,61.86
2743,2024-08-13,2025-01-31,3,433.96,144.6533333,235.14,General,Retained,0,,0,0,0,380.78,53.18
2744,2023-01-05,2024-10-09,6,507.18,84.53,133.62,General,Lapsed,0,,0,0,303.08,204.1,0
2745,2024-09-30,2025-03-13,5,686.74,137.348,218.98,General,Retained,0,,0,0,0,467.76,218.98
2746,2022-10-03,2024-12-28,9,6108.92,678.7688889,1206.34,Major,Lapsed,0,,0,776.34,1587.38,3745.2,0
2747,2021-11-22,2025-04-21,12,1660.74,138.395,256.94,Mid-level,Retained,0,,110.72,178,236.64,912.1,223.28
2748,2023-01-25,2024-12-12,7,7481.06,1068.722857,2903.96,Major,Lapsed,0,901,0,0,2652.94,4828.12,0
2749,2024-12-25,2025-05-16,2,225434.48,112717.24,148032.32,Principal,Retained,0,902,0,0,0,148032.32,77402.16
2750,2021-04-11,2025-04-23,25,3715.034,148.60136,417.36,Mid-level,Retained,0,903,17.92,381.88,227.82,2766.614,320.8
2751,2021-06-16,2024-11-19,15,1737.74,115.8493333,350.22,Mid-level,Lapsed,0,904,485.84,489.88,371.94,390.08,0
2752,2023-01-04,2025-02-03,13,1827.5,140.5769231,414.48,Mid-level,Retained,0,905,0,0,267.46,1431.86,128.18
2753,2022-04-19,2025-03-15,7,7432.16,1061.737143,2337.08,Major,Retained,0,,0,517.1,1844.02,4504.62,566.42
2754,2024-01-28,2024-12-22,12,1829.18,152.4316667,370.88,Mid-level,Lapsed,0,,0,0,0,1829.18,0
2755,2021-12-18,2025-03-16,30,4529.66,150.9886667,414.92,Mid-level,Retained,0,906,304.8,1658.88,502.38,1917.8,145.8
2756,2024-08-23,2024-08-23,1,110.84,110.84,110.84,General,Lapsed,0,,0,0,0,110.84,0
2757,2022-04-19,2025-03-20,10,1151.56,115.156,348.1,Mid-level,Retained,0,,0,205.64,45.88,676.1,223.94
2758,2021-05-28,2025-02-11,41,5079.436,123.8886829,599.48,Major,Retained,0,,977.106,542.566,553.28,2985.864,20.62
2759,2024-07-16,2025-04-18,5,30117.64,6023.528,14795.58,Principal,Retained,0,,0,0,0,26704.3,3413.34
2760,2024-01-18,2024-10-23,8,38460.5,4807.5625,8838.3,Principal,Lapsed,1,,0,0,0,38460.5,0
2761,2023-03-08,2024-11-16,8,288942.26,36117.7825,54602.6,Principal,Lapsed,0,907,0,0,54602.6,234339.66,0
2762,2023-11-26,2025-03-30,31,153195.418,4941.787677,12259.22,Principal,Retained,0,908,0,0,11267.62,137214.878,4712.92
2763,2021-05-17,2024-12-09,24,805504.52,33562.68833,71610.5,Principal,Lapsed,0,909,176921.06,104211.74,170334.44,354037.28,0
2764,2024-07-29,2024-12-25,3,695.04,231.68,436.1,General,Lapsed,0,,0,0,0,695.04,0
2765,2023-08-04,2024-12-14,11,1084.96,98.63272727,254.52,Mid-level,Lapsed,0,,0,0,191.18,893.78,0
2766,2024-08-10,2024-12-24,4,963.76,240.94,543.06,General,Lapsed,0,,0,0,0,963.76,0
2767,2023-08-05,2024-11-19,9,5847,649.6666667,1337.44,Major,Lapsed,1,,0,0,936.24,4910.76,0
2768,2024-01-30,2025-02-02,7,1399.51,199.93,568.14,Mid-level,Retained,0,,0,0,0,468.04,931.47
2769,2024-04-22,2024-12-21,11,52022.24,4729.294545,10921.68,Principal,Lapsed,0,910,0,0,0,52022.24,0
2770,2023-04-30,2024-12-27,8,1571.66,196.4575,321.66,Mid-level,Lapsed,0,911,0,0,403.56,1168.1,0
2771,2024-11-28,2024-12-30,2,3900.56,1950.28,2446.02,Mid-level,Lapsed,0,912,0,0,0,3900.56,0
2772,2022-12-31,2025-02-11,8,759.6,94.95,216.6,General,Retained,0,913,0,71.8,193.68,407.22,86.9
2773,2021-04-24,2025-03-01,24,3069.418,127.8924167,398.8,Mid-level,Retained,0,914,562.18,258.58,627.92,1546.598,74.14
2774,2023-11-07,2025-04-18,19,1979.88,104.2042105,302.92,Mid-level,Retained,0,,0,0,261.26,1569.44,149.18
2775,2024-04-14,2025-02-09,7,1534.18,219.1685714,322.28,Mid-level,Retained,0,,0,0,0,1460.3,73.88
2776,2024-01-25,2025-04-23,8,1387.86,173.4825,401.6,Mid-level,Retained,0,,0,0,0,1144.26,243.6
2777,2021-07-09,2025-03-16,35,28755.14,821.5754286,2337.74,Principal,Retained,0,,6358.72,2783.42,5106.46,13149.4,1357.14
2778,2022-01-09,2025-03-21,19,72260.42,3803.18,12199.6,Principal,Retained,0,915,0,25709.54,10451.34,26337.86,9761.68
2779,2023-08-13,2025-03-18,13,38328.76,2948.366154,6412.12,Principal,Retained,0,,0,0,2596.26,29152.4,6580.1
2780,2024-05-16,2025-05-14,10,8001.9,800.19,1908.98,Major,Retained,0,916,0,0,0,4814.14,3187.76
2781,2023-11-08,2025-03-27,14,1674.5,119.6071429,309.78,Mid-level,Retained,0,,0,0,36.26,1586,52.24
2782,2024-08-13,2024-10-04,2,2361.08,1180.54,1266.54,Mid-level,Lapsed,0,917,0,0,0,2361.08,0
2783,2022-08-19,2025-05-12,28,4216.878,150.6027857,403.92,Mid-level,Retained,1,918,0,441.08,1545.86,1294.518,935.42
2784,2024-02-24,2025-04-23,5,441.32,88.264,140.3,General,Retained,0,919,0,0,0,311.2,130.12
2785,2023-01-16,2025-01-26,10,1896.64,189.664,420.7,Mid-level,Retained,0,,0,0,584.8,924.88,386.96
2786,2023-07-21,2025-03-20,7,1156.98,165.2828571,467.5,Mid-level,Retained,0,,0,0,557.06,443.66,156.26
2787,2024-02-24,2025-04-20,11,7136.72,648.7927273,1455.74,Major,Retained,0,920,0,0,0,6201.32,935.4
2789,2024-10-10,2025-03-29,3,227,75.66666667,152.42,General,Retained,0,921,0,0,0,74.58,152.42
2790,2024-04-12,2024-10-10,6,1188.18,198.03,446.06,Mid-level,Lapsed,0,922,0,0,0,1188.18,0
2791,2024-07-25,2025-03-17,16,3214.32,200.895,538.22,Mid-level,Retained,0,923,0,0,0,2111.12,1103.2
2792,2023-10-28,2024-10-28,4,584.98,146.245,282.7,General,Lapsed,0,,0,0,158.32,426.66,0
2793,2022-11-26,2024-08-25,12,1553.14,129.4283333,307.6,Mid-level,Lapsed,0,924,0,100.06,494.96,958.12,0
2794,2022-09-30,2025-04-04,39,4071.058,104.3861026,298.9,Mid-level,Retained,0,,0,358.31,806.248,2241.04,665.46
2796,2022-07-04,2025-03-14,17,1390.92,81.81882353,175.04,Mid-level,Retained,0,,0,641.46,31.12,235.06,483.28
2797,2024-10-10,2025-05-10,3,691.8,230.6,337.5,General,Retained,1,,0,0,0,354.3,337.5
2798,2024-07-30,2024-07-30,1,155.64,155.64,155.64,General,Lapsed,0,,0,0,0,155.64,0
2799,2022-12-27,2025-04-23,13,2269.36,174.5661538,705.86,Mid-level,Retained,0,,0,285.54,323.36,1545.04,115.42
2800,2021-08-20,2025-05-18,9,6234.5,692.7222222,1183.96,Major,Retained,0,,1695.76,986.54,0,1212.96,2339.24
2801,2023-05-29,2024-12-13,8,1376.96,172.12,473.52,Mid-level,Lapsed,0,,0,0,269.5,1107.46,0
2802,2022-04-19,2025-02-05,13,2023.4,155.6461538,550.72,Mid-level,Retained,1,925,0,315.1,208.7,948.88,550.72
2803,2023-08-04,2025-02-05,6,514.72,85.78666667,196.08,General,Retained,0,926,0,0,177.38,316.18,21.16
2804,2024-07-05,2024-12-23,7,25907.16,3701.022857,4925.08,Principal,Lapsed,0,,0,0,0,25907.16,0
2805,2021-10-02,2025-05-21,25,2765.862,110.63448,233.08,Mid-level,Retained,0,,254.08,942.482,300.46,1098.34,170.5
2806,2024-12-15,2024-12-15,2,15787.06,7893.53,9387.02,Major,Lapsed,0,927,0,0,0,15787.06,0
2807,2023-05-31,2025-02-06,12,1685.72,140.4766667,320.36,Mid-level,Retained,0,928,0,0,154.36,1487.46,43.9
2808,2021-10-17,2024-11-11,7,5222.18,746.0257143,1413.36,Major,Lapsed,0,929,2287.36,1301.42,0,1633.4,0
2809,2023-01-02,2025-04-21,20,3344.74,167.237,683.76,Mid-level,Retained,0,930,0,0,456.14,2232.38,656.22
2810,2022-11-27,2024-12-18,8,584.56,73.07,207.18,General,Lapsed,0,,0,142.9,134.24,307.42,0
2811,2024-01-16,2025-05-17,3,17821.8,5940.6,12339.7,Major,Retained,0,,0,0,0,5482.1,12339.7
2812,2024-10-10,2025-02-07,4,1486.74,371.685,481.92,Mid-level,Retained,0,931,0,0,0,1322.84,163.9
2813,2024-01-12,2025-04-16,8,45981.62,5747.7025,14566.6,Principal,Retained,0,932,0,0,0,28892.26,17089.36
2814,2022-11-24,2025-03-16,9,888.94,98.77111111,235.72,General,Retained,0,,0,374.9,137.68,257.28,119.08
2815,2022-11-15,2025-02-07,6,508.86,84.81,168.3,General,Retained,0,933,0,168.3,90.68,191.54,58.34
2816,2024-06-26,2025-01-30,4,545.04,136.26,190.26,General,Retained,0,934,0,0,0,443.34,101.7
2817,2024-01-14,2024-12-27,5,1345.96,269.192,447.78,Mid-level,Lapsed,1,,0,0,0,1345.96,0
2818,2024-10-26,2025-05-17,5,749.64,149.928,290.58,General,Retained,0,935,0,0,0,459.06,290.58
2819,2024-07-18,2025-02-27,2,8337,4168.5,6469.44,Major,Retained,1,,0,0,0,6469.44,1867.56
2820,2021-08-21,2025-03-30,10,1329.6,132.96,217.3,Mid-level,Retained,0,936,49.78,217.3,244.16,327.26,491.1
2821,2024-02-24,2024-02-24,1,67.08,67.08,67.08,General,Lapsed,0,,0,0,0,67.08,0
2822,2022-09-30,2025-02-01,7,1017.8,145.4,291.78,Mid-level,Retained,0,,0,104.38,291.78,401.28,220.36
2823,2023-05-08,2025-03-25,7,1233.22,176.1742857,380.22,Mid-level,Retained,0,,0,0,420.62,722.08,90.52
2824,2021-11-22,2025-02-24,11,7048.8,640.8,1272.72,Major,Retained,0,,1272.72,0,1309.4,4058.8,407.88
2827,2021-10-16,2024-12-13,23,3181.38,138.3208696,395.4,Mid-level,Lapsed,0,939,178.4,751.22,0,2251.76,0
2828,2024-11-14,2025-05-24,8,1109.28,138.66,323.94,Mid-level,Retained,0,,0,0,0,514.76,594.52
2829,2024-09-29,2025-04-21,14,1354.56,96.75428571,262.24,Mid-level,Retained,0,,0,0,0,985.62,368.94
2830,2024-07-31,2024-11-27,2,251.44,125.72,144.32,General,Lapsed,0,,0,0,0,251.44,0
2831,2022-10-05,2024-10-01,8,6467,808.375,1346.42,Major,Lapsed,0,,0,1188.76,948,4330.24,0
2833,2025-03-11,2025-03-11,1,162.76,162.76,162.76,General,Reactivated,0,,0,0,0,0,162.76
2834,2021-05-31,2025-02-05,22,3474.64,157.9381818,476.16,Mid-level,Retained,0,941,1012.8,502.78,284.12,1581.9,93.04
2836,2024-10-03,2024-10-03,1,22.68,22.68,22.68,General,Lapsed,0,943,0,0,0,22.68,0
2837,2022-03-17,2025-05-18,7,8921.64,1274.52,2767.7,Major,Retained,0,944,0,2767.7,0,4944.08,1209.86
2838,2024-10-10,2024-12-26,2,243.94,121.97,150.72,General,Lapsed,0,,0,0,0,243.94,0
2839,2024-08-07,2024-12-20,7,5907.02,843.86,1555.02,Major,Lapsed,0,,0,0,0,5907.02,0
2840,2022-04-19,2025-04-20,13,1853.6,142.5846154,211.32,Mid-level,Retained,0,945,0,350.28,222.68,865.2,415.44
2841,2024-11-29,2025-05-17,4,1249.96,312.49,508.26,Mid-level,Retained,0,946,0,0,0,298.18,951.78
2842,2021-07-13,2025-02-02,13,10606.14,815.8569231,1477.44,Major,Retained,0,,877.16,792.16,1129.7,7156.78,650.34
2843,2024-12-21,2024-12-21,1,572.5,572.5,572.5,General,Lapsed,0,,0,0,0,572.5,0
2844,2022-11-28,2025-03-26,7,850.1,121.4428571,191.66,General,Retained,0,,0,146.38,68.1,604.64,30.98
2845,2024-07-26,2025-03-15,2,330.56,165.28,237.46,General,Retained,0,,0,0,0,237.46,93.1
2846,2023-05-31,2025-03-22,14,13549.514,967.8224286,2407.16,Major,Retained,0,947,0,0,2170.594,10473,905.92
2847,2024-11-27,2025-02-10,6,997.48,166.2466667,301.36,General,Retained,0,948,0,0,0,575.22,422.26
2848,2024-05-11,2025-02-01,4,4732.86,1183.215,2314.42,Mid-level,Retained,0,949,0,0,0,2418.44,2314.42
2850,2022-12-28,2024-12-18,8,1012.1,126.5125,395.02,Mid-level,Lapsed,0,,0,118.36,102.5,791.24,0
2851,2023-09-30,2024-09-26,3,206.96,68.98666667,110.8,General,Lapsed,0,,0,0,110.8,96.16,0
2852,2022-08-22,2025-04-18,24,2859.624,119.151,469.24,Mid-level,Retained,0,,0,448.64,696.704,1664.66,49.62
2853,2024-07-02,2025-02-06,15,1254.44,83.62933333,197.82,Mid-level,Retained,0,,0,0,0,1141.48,112.96
2854,2021-06-07,2025-03-13,34,6943.88,204.2317647,618.02,Major,Retained,0,950,769.1,1029.02,442.8,4528.56,174.4
2855,2025-02-04,2025-03-15,2,63039.86,31519.93,36165,Principal,Reactivated,0,951,0,0,0,0,63039.86
2857,2021-08-22,2024-12-14,7,890.44,127.2057143,236.8,General,Lapsed,0,,193.52,157,17.76,522.16,0
2858,2024-01-07,2024-11-11,7,1356.38,193.7685714,289.78,Mid-level,Lapsed,0,,0,0,0,1356.38,0
2859,2023-06-01,2025-03-25,27,3706.76,137.2874074,356.02,Mid-level,Retained,0,952,0,0,986.36,2398.82,321.58
2860,2023-08-06,2024-11-29,9,652.1,72.45555556,162.94,General,Lapsed,0,953,0,0,44.02,608.08,0
2861,2024-10-19,2025-03-25,7,4975.08,710.7257143,1227.02,Mid-level,Retained,0,,0,0,0,1966.42,3008.66
2862,2022-11-28,2025-03-29,27,5045.114,186.8560741,687.72,Major,Retained,0,954,0,492.38,258.16,3768.274,526.3
2864,2021-05-30,2025-03-15,14,2584.42,184.6014286,455,Mid-level,Retained,0,956,824.08,0,103.72,1377.54,279.08
2865,2022-11-24,2025-05-19,26,74398.71,2861.488846,8575.66,Principal,Retained,0,957,0,23886.28,7347.788,22013.642,21151
2866,2023-03-07,2025-03-19,8,6606.02,825.7525,1120.48,Major,Retained,0,958,0,0,1577.28,3908.26,1120.48
2867,2023-10-12,2024-10-01,6,801.36,133.56,298.12,General,Lapsed,0,,0,0,211.98,589.38,0
2868,2021-04-08,2025-05-17,45,7123.28,158.2951111,595.56,Major,Retained,0,,2116.26,1141.9,589.8,1569.02,1706.3
2869,2024-01-09,2024-10-10,7,741.36,105.9085714,240.78,General,Lapsed,0,,0,0,0,741.36,0
2870,2024-07-20,2024-11-28,13,2163.524,166.4249231,409.18,Mid-level,Lapsed,0,,0,0,0,2163.524,0
2871,2023-10-01,2025-03-29,29,5209.308,179.6313103,340.74,Major,Retained,0,,0,0,612.96,4046.12,550.228
2872,2025-04-20,2025-04-20,1,170.8,170.8,170.8,General,Reactivated,0,,0,0,0,0,170.8
2873,2021-06-12,2024-11-26,22,3993.412,181.5187273,572.64,Mid-level,Lapsed,0,,1211.24,170.8,778,1833.372,0
2874,2024-10-10,2025-05-18,2,173.8,86.9,106.7,General,Retained,0,,0,0,0,106.7,67.1
2875,2022-10-02,2025-04-21,11,1464.86,133.1690909,214.14,Mid-level,Retained,0,959,0,626.36,89.5,628.62,120.38
2876,2022-09-30,2025-05-07,38,5464.756,143.8093684,593.5,Major,Retained,0,960,0,350.92,1057.12,2403.336,1653.38
2877,2022-12-25,2024-12-27,5,4816.94,963.388,1778.42,Mid-level,Lapsed,0,961,0,477.48,932.7,3406.76,0
2878,2021-05-23,2024-07-28,9,1522.1,169.1222222,358.74,Mid-level,Lapsed,0,962,196.46,0,513.16,812.48,0
2880,2021-10-14,2025-04-24,26,89123.72,3427.835385,6096.68,Principal,Retained,0,,1560.06,20844.46,15867.2,38039.42,12812.58
2881,2021-05-26,2025-03-21,16,1854.02,115.87625,381.6,Mid-level,Retained,0,963,380.62,195.2,141.82,833.62,302.76
2882,2021-10-16,2024-10-05,7,3269.2,467.0285714,785.5,Mid-level,Lapsed,0,964,770.14,0,0,2499.06,0
2883,2023-08-06,2024-10-28,6,901.12,150.1866667,321.84,General,Lapsed,0,965,0,0,265.3,635.82,0
2884,2021-11-22,2025-05-18,16,2529.44,158.09,415.78,Mid-level,Retained,0,966,582.96,338.3,210.66,1019.22,378.3
2885,2021-06-07,2025-03-25,18,15363.92,853.5511111,2857.54,Major,Retained,0,,5867.6,0,1617.62,6926.58,952.12
2886,2024-06-28,2025-03-23,8,1209.38,151.1725,423.02,Mid-level,Retained,0,,0,0,0,659.18,550.2
2887,2023-09-30,2024-08-01,7,1250.86,178.6942857,571.82,Mid-level,Lapsed,1,,0,0,169.46,1081.4,0
2888,2022-12-25,2025-05-15,12,9765.54,813.795,1928.24,Major,Retained,0,,0,679.68,547.94,6935.96,1601.96
2889,2022-01-22,2025-05-03,22,3609.86,164.0845455,459.28,Mid-level,Retained,0,967,0,320.6,302.58,2527.4,459.28
2890,2024-10-23,2024-10-23,1,168.02,168.02,168.02,General,Lapsed,0,968,0,0,0,168.02,0
2891,2021-08-24,2025-04-03,23,3676.64,159.853913,531.22,Mid-level,Retained,0,,366.26,874.74,160.48,1920.28,354.88
2892,2023-01-31,2024-12-12,9,974.3,108.2555556,291.24,General,Lapsed,1,,0,0,196.34,777.96,0
2893,2024-04-18,2024-12-21,6,31966.38,5327.73,14848.3,Principal,Lapsed,0,,0,0,0,31966.38,0
2894,2023-08-16,2024-11-27,9,27155.72,3017.302222,4964.6,Principal,Lapsed,0,969,0,0,9331.8,17823.92,0
2896,2021-08-24,2025-02-12,10,8089.18,808.918,2121.14,Major,Retained,0,,1832.74,521.54,0,5145.36,589.54
2897,2023-05-29,2024-10-09,19,2655.94,139.7863158,448.62,Mid-level,Lapsed,0,,0,0,412.3,2243.64,0
2898,2024-08-22,2025-01-25,6,8628.7,1438.116667,3370.08,Major,Retained,0,,0,0,0,7738.64,890.06
2899,2023-08-22,2024-08-01,5,6558.88,1311.776,2276.04,Major,Lapsed,0,,0,0,1396.8,5162.08,0
2900,2024-01-10,2025-05-06,18,17396.58,966.4766667,2541.34,Major,Retained,0,971,0,0,0,14122.98,3273.6
2901,2022-12-27,2025-03-30,15,1682.4,112.16,275.1,Mid-level,Retained,0,972,0,142.54,100.14,1253.1,186.62
2902,2023-10-26,2024-08-19,9,1466.7,162.9666667,335.8,Mid-level,Lapsed,0,973,0,0,218.24,1248.46,0
2903,2024-12-24,2025-03-19,3,1452.7,484.2333333,612.32,Mid-level,Retained,0,974,0,0,0,336.94,1115.76
2904,2021-10-16,2025-03-20,10,9065.28,906.528,1479.78,Major,Retained,0,,2082.8,1265.46,0,4807.42,909.6
2905,2021-06-07,2025-04-18,13,13808.96,1062.227692,2784.58,Major,Retained,0,,1927.32,4579.64,591.48,6038.02,672.5
2906,2021-11-22,2025-05-14,10,1991.86,199.186,475.46,Mid-level,Retained,0,,164.38,326.44,336.28,694.96,469.8
2907,2023-01-02,2025-03-26,9,1561.26,173.4733333,372.52,Mid-level,Retained,1,,0,0,276.3,1145.86,139.1
2908,2021-11-22,2024-06-24,7,768.22,109.7457143,218.3,General,Lapsed,0,,218.3,192.08,260.46,97.38,0
2909,2023-01-01,2025-04-23,8,228004.9,28500.6125,71570.8,Principal,Retained,0,,0,0,44664.9,111251.24,72088.76
2910,2024-04-23,2024-11-24,4,452.8,113.2,250.92,General,Lapsed,0,975,0,0,0,452.8,0
2911,2024-01-24,2025-02-12,6,521.7,86.95,190.92,General,Retained,0,,0,0,0,309.16,212.54
2912,2023-08-03,2025-04-23,27,5225.684,193.5438519,576.22,Major,Retained,0,,0,0,493.62,4011.24,720.824
2914,2024-07-19,2025-04-22,3,260.22,86.74,151.22,General,Retained,0,977,0,0,0,151.22,109
2915,2024-06-28,2025-04-22,15,1822.32,121.488,237.16,Mid-level,Retained,0,978,0,0,0,1544.96,277.36
2916,2021-04-19,2025-04-22,39,6414.166,164.4657949,443.3,Major,Retained,0,,871.88,57.9,1953.38,3235.766,295.24
2917,2023-03-04,2024-10-31,8,766.44,95.805,189.08,General,Lapsed,0,,0,0,170.02,596.42,0
2919,2023-06-01,2025-03-24,5,449.1,89.82,162.76,General,Retained,0,,0,0,31.8,258.8,158.5
2920,2021-07-13,2024-10-10,13,1378.88,106.0676923,232.58,Mid-level,Lapsed,0,,510.04,69.4,108.78,690.66,0
2921,2024-07-20,2025-03-27,3,9408.12,3136.04,4396.22,Major,Retained,0,,0,0,0,7283.24,2124.88
2922,2023-09-28,2025-03-28,39,5376.02,137.8466667,495.44,Major,Retained,0,,0,0,231.26,4468.42,676.34
2923,2024-10-10,2024-12-29,3,595.56,198.52,321.12,General,Lapsed,0,980,0,0,0,595.56,0
2924,2022-09-30,2025-03-05,10,9831.58,983.158,2367.52,Major,Retained,0,981,0,3363.76,0,1006.58,5461.24
2926,2024-01-11,2025-04-22,6,299.64,49.94,111.24,General,Retained,0,983,0,0,0,188.4,111.24
2927,2022-04-19,2025-04-23,12,1550.54,129.2116667,268.94,Mid-level,Retained,0,,0,624.8,17.36,716.34,192.04
2928,2022-01-19,2025-01-08,20,2649.154,132.4577,343.02,Mid-level,Retained,0,,0,711.9,311.934,1502.8,122.52
2929,2024-02-24,2024-11-19,8,7184.168,898.021,1574.74,Major,Lapsed,0,984,0,0,0,7184.168,0
2930,2024-07-23,2025-05-15,25,4554.09,182.1636,573.82,Mid-level,Retained,0,985,0,0,0,3076.01,1478.08
2931,2025-02-06,2025-02-06,1,206.02,206.02,206.02,General,Reactivated,0,986,0,0,0,0,206.02
2932,2024-07-03,2025-02-03,7,1154.36,164.9085714,274.4,Mid-level,Retained,0,,0,0,0,1116.9,37.46
2933,2023-11-06,2024-12-23,5,4171.56,834.312,1263.94,Mid-level,Lapsed,0,,0,0,1043.42,3128.14,0
2934,2025-05-14,2025-05-17,2,26249.74,13124.87,14165.48,Principal,Reactivated,0,,0,0,0,0,26249.74
2935,2024-11-15,2024-11-15,1,128.66,128.66,128.66,General,Lapsed,0,,0,0,0,128.66,0
2936,2021-04-21,2025-05-25,25,3779.1,151.164,492.14,Mid-level,Retained,0,987,627.22,520.48,121.14,1574.34,935.92
2937,2022-04-19,2025-05-23,25,4142.82,165.7128,566.6,Mid-level,Retained,0,988,0,856.78,1048.46,1728.04,509.54
2938,2023-07-26,2025-05-18,35,4725.52,135.0148571,483.6,Mid-level,Retained,0,,0,0,681.18,3438.16,606.18
2939,2024-07-17,2025-03-14,9,1137.98,126.4422222,186.08,Mid-level,Retained,0,,0,0,0,621.58,516.4
2940,2024-01-29,2025-03-31,21,3132.91,149.1861905,392.28,Mid-level,Retained,0,,0,0,0,2520.52,612.39
2941,2024-07-25,2025-02-01,6,43673.62,7278.936667,13947.34,Principal,Retained,0,989,0,0,0,35363.36,8310.26
